Timesteps,EpisodeReward,PolicyLoss,ValueLoss,EntropyLoss,KL_Divergence
384800,-0.64,0.0,0.004142532021614897,-3.9892434269189834,0.5132077932357788
384920,-0.645,0.0,0.004142532021614897,-3.9892434269189834,0.5132077932357788
385016,-0.7725,0.0,0.004142532021614897,-3.9892434269189834,0.5132077932357788
385020,-0.01,0.0,0.004142532021614897,-3.9892434269189834,0.5132077932357788
385156,-0.475,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
385252,-0.6325,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
385372,-0.82,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
385540,-0.6425,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
385660,-0.72,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
385812,-0.5125,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
385896,-0.5225,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
386016,-0.7125,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
386140,-0.415,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
386304,-0.605,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
386404,-0.8175,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
386592,-0.725,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
386676,-0.6575,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
386792,-0.6225,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
386876,-0.21,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
387016,-0.5425,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
387120,-0.815,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
387204,-0.3625,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
387368,-0.5225,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
387456,-0.4175,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
387568,-0.65,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
387676,-0.67,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
387752,-0.4575,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
387860,-0.44,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
388044,-0.7675,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
388140,-0.355,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
388236,-0.5175,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
388372,-0.6325,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
388516,-0.6325,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
388604,-0.7075,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
388744,-0.7225,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
388840,-0.5325,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
389020,-0.57,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
389180,-0.6625,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
389320,-0.4375,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
389432,-0.6925,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
389612,-0.6575,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
389696,-0.3575,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
389800,-0.485,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
389920,-0.63,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
390044,-0.6,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
390152,-0.5425,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
390296,-0.535,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
390416,-0.635,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
390540,-0.5125,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
390644,-0.64,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
390744,-0.595,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
390868,-0.4625,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
390968,-0.76,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
391080,-0.555,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
391160,-0.3775,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
391280,-0.5175,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
391420,-0.7025,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
391588,-0.54,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
391676,-0.6325,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
391772,-0.585,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
391944,-0.6825,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
391952,-0.0175,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
392040,-0.49,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
392192,-0.5825,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
392292,-0.78,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
392412,-0.625,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
392596,-0.735,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
392740,-0.6475,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
392860,-0.4,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
392964,-0.49,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
393100,-0.685,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
393180,-0.6375,0.0,0.0038178057706318214,-4.0326604137197135,0.4615495800971985
393300,-0.555,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
393380,-0.655,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
393476,-0.7625,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
393636,-0.6825,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
393784,-0.705,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
393972,-0.6475,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
394048,-0.25,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
394136,-0.2625,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
394140,-0.0125,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
394304,-0.58,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
394436,-0.6775,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
394612,-0.5825,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
394712,-0.5325,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
394820,-0.5425,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
394828,-0.0125,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
394912,-0.435,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
395056,-0.715,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
395140,-0.655,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
395248,-0.395,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
395340,-0.4,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
395428,-0.52,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
395544,-0.4825,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
395724,-0.6425,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
395804,-0.535,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
395920,-0.345,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
395936,-0.0275,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
396052,-0.645,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
396164,-0.77,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
396276,-0.765,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
396360,-0.66,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
396492,-0.5475,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
396576,-0.4375,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
396676,-0.4775,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
396716,-0.05,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
396832,-0.5975,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
396932,-0.7825,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
397220,-0.6125,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
397364,-0.42,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
397496,-0.7375,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
397640,-0.4475,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
397776,-0.635,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
397880,-0.6075,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
397932,-0.0875,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
398008,-0.375,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
398112,-0.7275,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
398116,-0.0125,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
398172,-0.34,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
398260,-0.74,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
398340,-0.4,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
398440,-0.6225,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
398528,-0.555,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
398640,-0.7925,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
398744,-0.6525,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
398832,-0.6225,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
398908,-0.1825,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
398988,-0.5475,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
399208,-0.6425,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
399356,-0.6475,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
399400,-0.0525,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
399496,-0.4375,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
399616,-0.7975,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
399712,-0.2475,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
399716,-0.005,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
399812,-0.8175,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
399996,-0.57,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
400160,-0.4,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
400372,-0.5075,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
400456,-0.8675,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
400564,-0.555,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
400676,-0.2625,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
400872,-0.7,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
400980,-0.6725,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
401084,-0.4175,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
401248,-0.575,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
401344,-0.795,0.0,0.003870430299139116,-4.020103158243001,0.48702922463417053
401444,-0.7125,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
401448,-0.005,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
401568,-0.6225,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
401664,-0.68,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
401768,-0.6375,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
401888,-0.5925,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
402024,-0.53,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
402180,-0.7725,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
402268,-0.7875,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
402368,-0.8425,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
402472,-0.8025,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
402572,-0.3675,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
402668,-0.7025,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
402756,-0.845,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
402856,-0.6325,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
402980,-0.7825,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
403204,-0.63,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
403284,-0.7025,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
403372,-0.83,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
403504,-0.645,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
403612,-0.805,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
403700,-0.5475,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
403800,-0.6125,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
403948,-0.4975,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
404012,-0.3675,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
404128,-0.65,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
404132,-0.0075,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
404224,-0.5925,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
404276,-0.1075,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
404384,-0.455,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
404476,-0.3975,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
404564,-0.335,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
404668,-0.6,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
404792,-0.6875,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
404880,-0.6925,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
404972,-0.5425,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
405144,-0.6475,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
405240,-0.5775,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
405376,-0.5525,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
405476,-0.67,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
405564,-0.5575,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
405724,-0.59,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
405880,-0.6275,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
405988,-0.505,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
406108,-0.67,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
406132,-0.0325,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
406236,-0.3775,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
406380,-0.7025,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
406476,-0.78,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
406556,-0.41,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
406708,-0.6725,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
406820,-0.645,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
406912,-0.75,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
407104,-0.4825,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
407244,-0.785,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
407352,-0.71,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
407496,-0.7375,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
407612,-0.6225,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
407708,-0.4125,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
407820,-0.5725,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
407904,-0.2625,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
407964,-0.3225,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
408048,-0.6275,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
408172,-0.7025,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
408332,-0.7625,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
408492,-0.525,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
408508,-0.035,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
408600,-0.215,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
408744,-0.8025,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
408868,-0.8725,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
408964,-0.5875,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
408968,-0.005,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
409080,-0.62,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
409216,-0.4425,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
409380,-0.6775,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
409484,-0.595,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
409584,-0.675,0.0,0.004345817688863463,-4.0391681043431165,0.4769287705421448
409760,-0.81,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
409892,-0.4625,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
409984,-0.6925,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
410084,-0.535,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
410168,-0.3075,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
410312,-0.4725,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
410316,-0.005,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
410396,-0.6675,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
410500,-0.255,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
410632,-0.5975,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
410732,-0.4825,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
410784,-0.155,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
410936,-0.615,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
411104,-0.6925,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
411188,-0.635,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
411192,-0.0125,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
411268,-0.3075,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
411372,-0.4425,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
411492,-0.7325,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
411660,-0.4475,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
411828,-0.5725,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
411920,-0.665,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
412044,-0.455,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
412156,-0.5975,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
412236,-0.195,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
412328,-0.475,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
412420,-0.7975,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
412576,-0.7275,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
412720,-0.75,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
412836,-0.7,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
412932,-0.2925,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
413028,-0.66,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
413036,-0.0225,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
413176,-0.465,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
413320,-0.75,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
413436,-0.695,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
413500,-0.3,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
413628,-0.76,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
413732,-0.42,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
413848,-0.3625,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
413936,-0.6125,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
414012,-0.37,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
414092,-0.525,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
414184,-0.435,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
414260,-0.4075,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
414360,-0.4275,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
414484,-0.7375,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
414576,-0.83,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
414664,-0.715,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
414760,-0.3225,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
414764,-0.005,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
414948,-0.8075,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
415040,-0.7525,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
415156,-0.705,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
415280,-0.6425,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
415368,-0.7175,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
415480,-0.7625,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
415560,-0.5525,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
415644,-0.395,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
415728,-0.6,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
415908,-0.5075,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
416036,-0.715,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
416112,-0.355,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
416220,-0.41,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
416324,-0.565,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
416448,-0.56,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
416584,-0.5825,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
416676,-0.5725,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
416772,-0.605,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
416888,-0.685,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
417040,-0.76,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
417164,-0.76,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
417292,-0.665,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
417428,-0.715,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
417572,-0.7575,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
417680,-0.6075,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
417776,-0.7075,0.0,0.004049352590391209,-4.046381545253098,0.531028151512146
417864,-0.5875,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
417956,-0.695,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
418144,-0.5675,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
418260,-0.3175,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
418344,-0.78,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
418444,-0.615,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
418544,-0.6175,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
418684,-0.7425,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
418840,-0.7775,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
419020,-0.69,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
419140,-0.64,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
419240,-0.67,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
419316,-0.1025,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
419428,-0.245,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
419544,-0.765,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
419692,-0.6525,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
419804,-0.5075,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
419920,-0.5,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
420040,-0.715,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
420128,-0.7275,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
420220,-0.4275,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
420300,-0.6375,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
420408,-0.66,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
420508,-0.805,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
420632,-0.655,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
420760,-0.6075,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
420868,-0.6425,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
420964,-0.79,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
421076,-0.52,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
421168,-0.755,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
421272,-0.7175,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
421348,-0.6325,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
421456,-0.42,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
421632,-0.7025,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
421740,-0.5275,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
421836,-0.76,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
421840,-0.005,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
421952,-0.5925,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
422052,-0.5575,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
422064,-0.035,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
422144,-0.2,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
422264,-0.6425,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
422360,-0.8025,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
422464,-0.5675,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
422548,-0.79,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
422644,-0.5625,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
422736,-0.7625,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
422824,-0.705,0.0,0.00402666009067616,-4.028910271264612,0.5139260292053223
